epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.018544935805991442,4.060100758466843,0.034274193548387094,4.201557545892654
1,0.030313837375178315,3.7774898767811425,0.028225806451612902,4.187873809568344
2,0.031027104136947217,3.724927754272918,0.034274193548387094,4.440408714355961
3,0.03209700427960057,3.704553726566331,0.020161290322580645,3.922684177275627
4,0.047075606276747506,3.5876124551394866,0.03225806451612903,3.768375289055609
5,0.0449358059914408,3.5495014972931647,0.05040322580645161,3.6840700757118965
6,0.05420827389443652,3.5070322158503293,0.056451612903225805,3.665456179649599
7,0.05813124108416548,3.4939573884180373,0.06048387096774194,3.7643713451200917
8,0.05527817403708987,3.473380316001032,0.056451612903225805,3.7355297246286945
